city,date,death_new,death_accum
LIE,2022-04-02,0,0
LIE,2022-04-03,0,0
LIE,2022-04-04,0,0
LIE,2022-04-05,0,0
LIE,2022-04-06,0,0
LIE,2022-04-07,0,0
LIE,2022-04-08,0,0
LIE,2022-04-09,0,0
LIE,2022-04-10,0,0
LIE,2022-04-11,0,0
LIE,2022-04-12,0,0
LIE,2022-04-13,0,0
LIE,2022-04-14,0,0
LIE,2022-04-15,0,0
LIE,2022-04-16,0,0
LIE,2022-04-17,0,0
LIE,2022-04-18,0,0
LIE,2022-04-19,0,0
LIE,2022-04-20,0,0
LIE,2022-04-21,0,0
LIE,2022-04-22,0,0
LIE,2022-04-23,0,0
LIE,2022-04-24,0,0
LIE,2022-04-25,0,0
LIE,2022-04-26,0,0
LIE,2022-04-27,0,0
LIE,2022-04-28,0,0
LIE,2022-04-29,0,0
LIE,2022-04-30,0,0
LIE,2022-05-01,0,0
LIE,2022-05-02,0,0
LIE,2022-05-03,0,0
LIE,2022-05-04,0,0
LIE,2022-05-05,0,0
LIE,2022-05-06,0,0
LIE,2022-05-07,0,0
LIE,2022-05-08,0,0
LIE,2022-05-09,0,0
LIE,2022-05-10,0,0
LIE,2022-05-11,0,0
LIE,2022-05-12,0,0
LIE,2022-05-13,0,0
LIE,2022-05-14,0,0
LIE,2022-05-15,0,0
LIE,2022-05-16,0,0
LIE,2022-05-17,0,0
LIE,2022-05-18,0,0
LIE,2022-05-19,0,0
LIE,2022-05-20,0,0
LIE,2022-05-21,0,0
LIE,2022-05-22,0,0
LIE,2022-05-23,0,0
LIE,2022-05-24,0,0
LIE,2022-05-25,0,0
LIE,2022-05-26,0,0
LIE,2022-05-27,0,0
LIE,2022-05-28,0,0
LIE,2022-05-29,0,0
LIE,2022-05-30,0,0
LIE,2022-05-31,0,0
LIE,2022-06-01,0,0
LIE,2022-06-02,0,0
LIE,2022-06-03,0,0
LIE,2022-06-04,0,0
TW,2022-03-10,0,839
TW,2022-03-11,0,839
TW,2022-03-12,0,839
TW,2022-03-13,0,839
TW,2022-03-14,0,839
TW,2022-03-15,0,839
TW,2022-03-16,0,839
TW,2022-03-17,0,839
TW,2022-03-18,0,839
TW,2022-03-19,0,839
TW,2022-03-20,0,839
TW,2022-03-21,0,839
TW,2022-03-22,0,839
TW,2022-03-23,0,839
TW,2022-03-24,0,839
TW,2022-03-25,0,839
TW,2022-03-26,0,839
TW,2022-03-27,0,839
TW,2022-03-28,0,839
TW,2022-03-29,0,839
TW,2022-03-30,0,839
TW,2022-03-31,0,839
TW,2022-04-01,0,839
TW,2022-04-02,0,839
TW,2022-04-03,0,839
TW,2022-04-04,0,839
TW,2022-04-05,0,839
TW,2022-04-06,0,839
TW,2022-04-07,0,839
TW,2022-04-08,0,839
TW,2022-04-09,1,840
TW,2022-04-10,0,840
TW,2022-04-11,0,840
TW,2022-04-12,0,840
TW,2022-04-13,0,840
TW,2022-04-14,0,840
TW,2022-04-15,0,840
TW,2022-04-16,0,840
TW,2022-04-17,0,840
TW,2022-04-18,0,840
TW,2022-04-19,2,842
TW,2022-04-20,0,842
TW,2022-04-21,0,842
TW,2022-04-22,0,842
TW,2022-04-23,0,842
TW,2022-04-24,0,842
TW,2022-04-25,0,842
TW,2022-04-26,0,842
TW,2022-04-27,1,843
TW,2022-04-28,2,845
TW,2022-04-29,2,847
TW,2022-04-30,3,850
TW,2022-05-01,3,853
TW,2022-05-02,3,856
TW,2022-05-03,5,861
TW,2022-05-04,5,866
TW,2022-05-05,5,871
TW,2022-05-06,10,881
TW,2022-05-07,11,892
TW,2022-05-08,12,904
TW,2022-05-09,12,916
TW,2022-05-10,12,928
TW,2022-05-11,8,936
TW,2022-05-12,17,953
TW,2022-05-13,41,994
TW,2022-05-14,40,1034
TW,2022-05-15,19,1053
TW,2022-05-16,29,1082
TW,2022-05-17,38,1120
TW,2022-05-18,41,1161
TW,2022-05-19,59,1220
TW,2022-05-20,49,1269
TW,2022-05-21,59,1328
TW,2022-05-22,53,1381
TW,2022-05-23,40,1421
TW,2022-05-24,42,1463
TW,2022-05-25,76,1539
TW,2022-05-26,104,1643
TW,2022-05-27,126,1769
TW,2022-05-28,127,1896
TW,2022-05-29,145,2041
TW,2022-05-30,109,2150
TW,2022-05-31,90,2240
TW,2022-06-01,122,2362
TW,2022-06-02,144,2506
TW,2022-06-03,142,2648
TW,2022-06-04,152,2800
